"","Volcano Name","rock_type","SOURCE","Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","GEOLOGICAL AGE","TYPE OF MATERIAL","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","ERUPTION YEAR","sum_fe","Sum Oxides","CITATION_ID","References","lat","lon","dist_m","Start Year","End Year","Eruption date"
"30","Santorini","dacitic","dacit",2000,"[4826] MICHAUD V. (2000)","samp. SNT67V",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",71.71,0.42,13.95,2.2,0.59,0.08,2.98,4.7,0.07,NA,NA,3.08,99.78,4826,"[4826] MICHAUD V., CLOCCHIATTI R., SBRANA A.:   THE MINOAN AND POST-MINOAN ERUPTIONS, SANTORINI (GREECE), IN THE LIGHT OF MELT INCLUSIONS: CHLORINE AND SULPHUR BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 99    [2000]  195-214  | doi: 10.1016/S0377-0273(00)00173-6",NA,NA,NA,-1610,NA,"1600 BCE"
"31","Santorini","rhyolitic","rhyodacit",1992,"[13469] DRUITT T. H. (1992)","samp. 3",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","TUFF PLASTERED ONTO CALDERA",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",66.4,0.38,14.5,2.58,0.77,0.08,2.78,5.24,0.09,4.2,NA,2.627416,95.447416,13469,"[13469] DRUITT T. H., FRANCAVIGLIA V.:   CALDERA FORMATION ON SANTORINI AND THE PHYSIOGRAPHY OF THE ISLANDS IN THE LATE BRONZE AGE |  BULL. VOLCANOL. 54    [1992]  484-493  | doi: 10.1007/BF00301394",NA,NA,NA,-1610,NA,"1600 BCE"
"32","Santorini","rhyolitic","rhyodacit",1992,"[13469] DRUITT T. H. (1992)","samp. 4",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","TUFF PLASTERED ONTO CALDERA",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",66.3,0.41,14.2,2.58,1.22,0.08,2.76,4.99,0.04,4.2,NA,2.915352,95.495352,13469,"[13469] DRUITT T. H., FRANCAVIGLIA V.:   CALDERA FORMATION ON SANTORINI AND THE PHYSIOGRAPHY OF THE ISLANDS IN THE LATE BRONZE AGE |  BULL. VOLCANOL. 54    [1992]  484-493  | doi: 10.1007/BF00301394",NA,NA,NA,-1610,NA,"1600 BCE"
"33","Santorini","rhyolitic","rhyodacit",1989,"[13696] DRUITT T. H. (1989)","samp. 80-29",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",70.5,0.44,14.7,2.53,0.86,0.1,3.03,4.63,0.09,3.48,NA,3.16,100.04,13696,"[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270",NA,NA,NA,-1610,NA,"1600 BCE"
"34","Santorini","rhyolitic","rhyodacit",1989,"[13696] DRUITT T. H. (1989)","samp. 80-25B",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",63.6,0.79,16.3,5,2.02,0.14,2.14,4.25,0.13,1.88,NA,5.61,99.98,13696,"[13696] DRUITT T. H., MELLORS R. A., PYLE D. M., SPARKS R. S. J.:   EXPLOSIVE VOLCANISM ON SANTORINI, GREECE |  GEOL. MAG. 126    [1989]  95-126  | doi: 10.1017/S0016756800006270",NA,NA,NA,-1610,NA,"1600 BCE"
"35","Santorini","rhyolitic","rhyodacit",2014,"[18300] DRUITT T. H. (2014)","samp. S80-28",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","BRONZE AGE ERUPTION",36.35,25.4,36.45,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",71.2,0.41,14.5,2.21,0.6,0.08,3.16,4.89,0.08,NA,NA,2.82,99.95,18300,"[18300] DRUITT T. H.:   NEW INSIGHTS INTO THE INITIATION AND VENTING OF THE BRONZE-AGE ERUPTION OF SANTORINI (GREECE), FROM COMPONENT ANALYSIS |  BULL. VOLCANOL. 76 (794)   [2014]   | doi: 10.1007/s00445-014-0794-X",NA,NA,NA,-1610,NA,"1600 BCE"
"36","Santorini","rhyolitic","rhyodacit",2014,"[18300] DRUITT T. H. (2014)","samp. S10-15",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","BRONZE AGE ERUPTION",36.35,25.4,36.45,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",70.6,0.43,14.9,2.25,0.6,0.08,3.07,5.19,0.07,NA,NA,2.8,99.99,18300,"[18300] DRUITT T. H.:   NEW INSIGHTS INTO THE INITIATION AND VENTING OF THE BRONZE-AGE ERUPTION OF SANTORINI (GREECE), FROM COMPONENT ANALYSIS |  BULL. VOLCANOL. 76 (794)   [2014]   | doi: 10.1007/s00445-014-0794-X",NA,NA,NA,-1610,NA,"1600 BCE"
"37","Santorini","rhyolitic","rhyodacit",2014,"[18300] DRUITT T. H. (2014)","samp. S10-8",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","BRONZE AGE ERUPTION",36.35,25.4,36.45,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",70.7,0.44,14.8,2.13,0.59,0.08,3.06,5.24,0.09,NA,NA,2.84,99.97,18300,"[18300] DRUITT T. H.:   NEW INSIGHTS INTO THE INITIATION AND VENTING OF THE BRONZE-AGE ERUPTION OF SANTORINI (GREECE), FROM COMPONENT ANALYSIS |  BULL. VOLCANOL. 76 (794)   [2014]   | doi: 10.1007/s00445-014-0794-X",NA,NA,NA,-1610,NA,"1600 BCE"
"38","Santorini","rhyolitic","rhyodacit",2014,"[18499] CADOUX A. (2014)","samp. S82-30",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",70.58,0.46,14.64,2.36,0.66,0.08,3,5.08,0.08,2.12,NA,3.05,99.99,18499,"[18499] CADOUX A., SCAILLET B., DRUITT T. H., DELOULE E.:   MAGMA STORAGE CONDITIONS OF LARGE PLINIAN ERUPTIONS OF SANTORINI VOLCANO (GREECE) |  J. PETROL. 55    [2014]  1129-1171  | doi: 10.1093/petrology/egu021",NA,NA,NA,-1610,NA,"1600 BCE"
"39","Santorini","rhyolitic","rhyodacit",2000,"[4826] MICHAUD V. (2000)","samp. SNT67V",NA,"AEGEAN ARC / SOUTH AEGEAN VOLCANIC ARC / SANTORINI","MINOAN ERUPTION",36.3,25.4,36.5,25.5,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE",NA,"WHOLE ROCK",71.71,0.42,13.95,2.2,0.59,0.08,2.98,4.7,0.07,NA,NA,3.08,99.78,4826,"[4826] MICHAUD V., CLOCCHIATTI R., SBRANA A.:   THE MINOAN AND POST-MINOAN ERUPTIONS, SANTORINI (GREECE), IN THE LIGHT OF MELT INCLUSIONS: CHLORINE AND SULPHUR BEHAVIOUR |  J. VOLCANOL. GEOTHERM. RES. 99    [2000]  195-214  | doi: 10.1016/S0377-0273(00)00173-6",NA,NA,NA,-1610,NA,"1600 BCE"
"40","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 01FFA1",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.45,0.72,13.71,2.72,0.77,0.1,2.57,3.96,0.15,NA,NA,3.46423,99.61423,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"41","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 01FFA2",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.8,0.71,13.63,2.66,0.73,0.1,2.62,3.96,0.14,NA,NA,3.293268,99.643268,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"42","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 04FPFL1",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.81,0.72,13.83,2.35,0.77,0.1,2.73,3.85,0.13,NA,NA,3.347256,99.637256,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"43","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 04FPFL2",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.77,0.71,13.72,2.53,0.72,0.1,2.67,3.91,0.11,NA,NA,3.37425,99.61425,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"44","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 04FPFL4",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.87,0.72,13.75,2.5,0.72,0.1,2.74,3.79,0.13,NA,NA,3.320262,99.640262,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"45","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 00KOAPFL",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.38,0.69,13.54,2.67,0.77,0.1,2.57,4.05,0.14,NA,NA,3.698178,99.608178,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"46","Kikai","dacitic","dacit",2007,"[10931] MAENO F. (2007)","samp. 01TPFL1",NA,"RYUKYU ARC / RYUKYU ARC / KIKAI CALDERA",NA,30.4,130.25,30.85,130.5,"SUBAERIAL","VOLCANIC ROCK","DACITE","HOLOCENE","WHOLE ROCK",71.69,0.73,13.7,2.58,0.72,0.1,2.65,3.94,0.14,NA,NA,3.365252,99.615252,10931,"[10931] MAENO F., TANIGUCHI H.:   SPATIOTEMPORAL EVOLUTION OF A MARINE CALDERA-FORMING ERUPTION, GENERATING A LOW-ASPECT RATIO PYROCLASTIC FLOW, 7.3 KA, KIKAI CALDERA, JAPAN: IMPLICATION FROM NEAR-VENT ERUPTIVE DEPOSITS |  J. VOLCANOL. GEOTHERM. RES. 167    [2007]  212-238  | doi: 10.1016/j.jvolgeores.2007.05.003",NA,NA,NA,-4350,NA,"4350 BCE"
"47","Tambora","alkaline","phonolit",1986,"[3737] FODEN J. D. (1986)","samp. T32",60452,"SUNDA ARC / SUNDA ARC / SUMBAWA / TAMBORA",NA,-8.27,117.98,-8.27,117.98,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE","CENOZOIC","WHOLE ROCK",55.09,0.69,19.66,5.47,0.18,0.18,5.03,4.56,0.54,NA,1815,5.958498,97.358498,3737,"[3737] FODEN J. D.:   THE PETROLOGY OF TAMBORA VOLCANO, INDONESIA: A MODEL FOR THE 1815 ERUPTION |  J. VOLCANOL. GEOTHERM. RES. 27    [1986]  1-41  | doi: 10.1016/0377-0273(86)90079-X",NA,NA,NA,1812,1815,"1815"
"48","Tambora","alkaline","phonolit",1986,"[3737] FODEN J. D. (1986)","samp. T27",NA,"SUNDA ARC / SUNDA ARC / SUMBAWA / TAMBORA",NA,-8.27,117.98,-8.27,117.98,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE","CENOZOIC","WHOLE ROCK",54.72,0.57,19.68,5.71,0.18,0.18,4.91,4.87,0.57,NA,1815,6.19966,97.58966,3737,"[3737] FODEN J. D.:   THE PETROLOGY OF TAMBORA VOLCANO, INDONESIA: A MODEL FOR THE 1815 ERUPTION |  J. VOLCANOL. GEOTHERM. RES. 27    [1986]  1-41  | doi: 10.1016/0377-0273(86)90079-X",NA,NA,NA,1812,1815,"1815"
"49","Tambora","alkaline","phonolit",1986,"[3737] FODEN J. D. (1986)","samp. T43",NA,"SUNDA ARC / SUNDA ARC / SUMBAWA / TAMBORA",NA,-8.27,117.98,-8.27,117.98,"SUBAERIAL","VOLCANIC ROCK","PHONOLITE","CENOZOIC","WHOLE ROCK",56.11,0.61,19.9,4.62,0.18,0.18,5.39,5.05,0.49,NA,1815,5.351444,97.881444,3737,"[3737] FODEN J. D.:   THE PETROLOGY OF TAMBORA VOLCANO, INDONESIA: A MODEL FOR THE 1815 ERUPTION |  J. VOLCANOL. GEOTHERM. RES. 27    [1986]  1-41  | doi: 10.1016/0377-0273(86)90079-X",NA,NA,NA,1812,1815,"1815"
"50","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.444",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",51.4,0.37,10.7,9.26,16.8,0.13,0.59,2.22,0.16,NA,NA,8.19,100.05,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"51","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.860",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",54.8,0.82,18.9,8.14,4.52,0.13,0.62,3.94,0.3,NA,NA,7.6,100.11,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"52","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.871",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",56,0.84,19.4,7.92,3.97,0.11,0.82,3.95,0.14,NA,NA,6.64,100.08,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"53","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.560",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",61.6,0.82,17.9,5.31,2.26,0.08,1.64,5.05,0.27,NA,NA,4.89,99.46,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"54","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.322",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",70.6,0.46,15.3,2.27,0.76,0.05,2.67,5.24,0.11,NA,NA,2.42,99.49,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"55","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.106",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",59.1,0.8,18.4,7.17,3.68,0.07,1.13,4.33,0.16,NA,NA,4.99,99.78,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"56","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.154",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",70.4,0.47,15.3,2.3,0.79,0.05,2.56,5.27,0.11,NA,NA,2.53,99.64,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"57","Crater Lake","rhyolitic","rhyodacit",1986,"[4448] BACON C. R. (1986)","samp.1012",NA,"CASCADES / HIGH CASCADES / OREGON / MOUNT MAZAMA","SOUTHWESTERN SLOPES",42.91,-122.13,42.91,-122.13,"SUBAERIAL","VOLCANIC ROCK","RHYODACITE","","WHOLE ROCK",70.8,0.49,15.4,2.35,0.8,0.05,2.65,4.8,0.11,NA,NA,2.54,99.6,4448,"[4448] BACON C. R.:   MAGMATIC INCLUSIONS IN SILICIC AND INTERMEDIATE VOLCANIC ROCKS |  J. GEOPHYS. RES. B91    [1986]  6091-6112  | doi: 10.1029/JB091iB06p06091",42.91,-122.13,NA,-5680,NA,"5750 BCE"
"58","Tambora","alkaline","phonolit",1986,"[3737] FODEN J. D. (1986)","samp. T23",NA,"SUNDA ARC / SUNDA ARC / SUMBAWA / TAMBORA",NA,-8.27,117.98,-8.27,117.98,"SUBAERIAL","VOLCANIC ROCK","PHONOLIT","CENOZOIC","WHOLE ROCK",55.17,0.67,19.78,5.42,2.5,0.18,5.08,4.66,0.55,NA,1815,5.88,99.89,3737,"[3737] FODEN J. D.:   THE PETROLOGY OF TAMBORA VOLCANO, INDONESIA: A MODEL FOR THE 1815 ERUPTION |  J. VOLCANOL. GEOTHERM. RES. 27    [1986]  1-41  | doi: 10.1016/0377-0273(86)90079-X",NA,NA,NA,NA,NA,"1815"
"59","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 3 (Unit I)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",64.62,0.5,15.81,4.02,1.45,0.12,1.51,3.85,0.11,3.06,-6440,4.18,99.23,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"60","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 4 (Unit II)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",70.19,0.27,14.56,2.26,0.36,0.07,1.79,4.37,0.04,4.19,-6440,1.91,100.01,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"61","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 5 (Unit II)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",68.46,0.28,15.15,2.47,0.35,0.07,1.68,4.36,0.04,4.48,-6440,1.91,99.25,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"62","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 6 (Unit III)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",71.46,0.29,14.02,2.42,0.39,0.07,1.92,4.51,0.05,2.85,-6440,1.91,99.89,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"63","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 7 (Unit III)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",64.81,0.52,16.24,4.45,1.57,0.11,1.45,3.94,0.11,2.55,-6440,4.38,100.13,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"64","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 8 (Unit III)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",60.01,0.71,19.86,6.89,1.72,0.13,0.76,4.51,0.2,0.49,-6440,5.21,100.49,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"65","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 9 (Unit III)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",55.05,0.71,19.29,8.85,3.5,0.15,0.58,3.29,0.13,0.57,-6440,7.36,99.48,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
"66","Kurile Lake",NA,NA,2004,"Ponomareva et al. (2004)","sample 10 (Unit III)",NA,"Kamchatka / Russia / Kurile Lake","Proximal KO deposits",51.85,157.5,51.85,157.5,"SUBAERIAL","VOLCANIC ROCK",NA,"HOLOCENE","WHOLE ROCK",51.95,0.84,17.99,9.88,5.02,0.18,0.45,2.52,0.11,0.16,-6440,9.84,98.94,NA,"The 7600 (14C) year BP Kurile Lake caldera-forming eruption,Kamchatka, Russia: stratigraphy and field relationships, Ponomareva",51.45,157.12,NA,-6440,NA,NA
