"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","F(PPM)","AR40(CCMSTP/G)","CA(PPM)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM): altern. values or methods","","","","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","PD(PPB)","SN(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","IR(PPB)","PT(PPB)","AU(PPB)","PB(PPM): altern. values or methods","","","","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND_INI","SM147_ND144","SR87_SR86","SR87_SR86_INI","EPSILON_SR_INI","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","U238_PB204","D18O(PER MIL)","AGE(KA)","AGE(MA)",
"1984"," [8205] IRVING A. J. (1984)","samp. M3","176261","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES","MURRUMBURRAH","-34.55","148.33","-34.55","148.33","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","DIKE","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","","222","65","","","","","","","","","","","","","","","","","","1420","XRF","","","68.9","INAA","","","130","INAA","","","","55","INAA","","","10.3","3.27","","0.67","","0.6","","","1.27","0.16","5.9","5.9","","","","","","","","","8.3","","","","","","","","","","","","","","","","",
"1984"," [8205] IRVING A. J. (1984)","samp. SM8","176292","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / CENTRAL VOLCANIC PROVINCE - SPRING MOUNT","SPRING MOUNT","-35.4","138.5","-35.5","138.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","AMPHIBOLE","MACROCRYST","PRIMARY","39.9","5.8","14.3","0","","2.48","","9.68","9.8","11.8","0.11","","1.69","2.8","","","","","","","","","","","","","","","","","","22","","3","68","41","","","","","","","","","","","","","","","","","","","","","4.75","INAA","","","16.3","INAA","","","","","","","","4.89","1.77","","0.92","","","","","1.2","0.16","2.5","1.3","","","","","","","","","0.33","","","","","","","","","","","","","","","","",
"1984"," [8205] IRVING A. J. (1984)","samp. MUR-4","","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES","MURRUMBURRAH","-34.55","148.33","-34.55","148.33","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","DIKE","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","MICA","MACROCRYST","PRIMARY","36.8","8.1","14.4","0","","","10.9","","0","15","0.05","0.27","9.3","0.8","","","","","","","","","","","","","","","","","","2.84","","19.8","101","375","","","","","","","","","","","","","","","","","2380","INAA","","","2.35","INAA","","","3.5","INAA","","","","","","","","0.921","0.105","","","","","","","0.052","0.005","0.67","1.4","","","","","","","","","0.43","","","","","","","","","","","","","","","","",
"1979"," [8586] SHRBENY O. (1979)","samp. 38","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","LYSINA NEAR JAVORNA, NNW OF TOUZIM","49.2","13.32","49.2","13.32","753","753","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE-OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.27","3.57","12.04","","","5.18","","7.44","13.46","7.64","0.18","","0.65","2.98","0.73","","1.92","0.86","1.64","","0.12","","","0.03","","","","2","","","","","","204","","73","111","98","","40","725","20","XRF","","","187","81","0","","","","","940","AES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1976"," [8629] STUCKLESS J. S. (1976)","samp. 71-10","145695","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - MOUNT WATCH / NORTHERN PROVINCE","","-37.65","140.45","-37.75","140.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","NEOGENE","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28","","","","","","","","","","","","","","42.4","795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7044","","","","","","","","","","",
"1971"," [9574] EHRENBERG K.-H. (1971)","samp. 12","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","WARTBERG NEAR NAUMBURG","51.25","9.17","51.25","9.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","42.9","1.4","15","","","5.09","","5.26","11.45","9.45","0.25","","1.4","3.69","1.07","","1.63","0.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1971"," [9574] EHRENBERG K.-H. (1971)","samp. 13","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / HESSIAN DEPRESSION","WARTBERG NEAR NAUMBURG","51.25","9.17","51.25","9.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.8","2.53","13.3","","","5.41","","5.15","11.4","11.5","0.2","","0.74","3.66","1.1","","1.7","0.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1986"," [10165] NELSON D. R. (1986)","samp. HH-321","","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / QUEENSLAND","INGLEWOOD","-28.42","151.08","-28.42","151.08","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","VITROPHYRIC","","","","CENOZOIC","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.1","1492","","","","","","","","","","","","","","","","","","","","","","","","","90.9","TIMS_ID","","","15.9","","","","","","","","","","","","","","","","6.92","TIMS_ID","","","","3.19","0.51177","","","0.1057","0.70518","","","0.109","19.156","15.631","39.522","34.5","","","",
"1986"," [10165] NELSON D. R. (1986)","samp. 70-139","","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES","HARDEN","-34.57","148.37","-34.57","148.37","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","JURASSIC","LOWER","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","816","","","","","","","","","","","","","","","","","","","","","","","","","49.3","TIMS_ID","","","9.21","","","","","","","","","","","","","","","","","","","","","","0.51185","","","0.1139","0.70522","","","0.423","19.015","15.579","38.445","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 34","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","SLOZISTE, NW OF OLESKA, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","43.98","3.64","11.88","","","4.16","","6.61","13.08","7.58","0.18","","1.43","3.01","0.62","","2.72","0.36","0.03","","0.15","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 35","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HORA, WNW OF TELCOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","42.35","3.98","13.44","","","8.58","","4.33","12.05","5.32","0.21","","1.09","2.53","0.76","","2.71","1.82","0.02","","0.16","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 36","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","PEKELNY VRCH, E OF LIPOLTOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.87","3.76","11.67","","","7.74","","5.28","13.54","7.16","0.22","","0.81","2.82","0.61","","2.28","1.31","0.1","","0.16","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 37","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","TRAVNIK, NW OF ANDELSKA, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.36","3.96","11.88","","","6.83","","6.18","13.48","6.95","0.23","","0.55","3.84","0.86","","2.03","0.8","0.85","","0.15","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 38","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HILL 711, W OF TESETICE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.21","4.25","12.07","","","5.81","","6.18","12.96","7.02","0.22","","0.58","3.71","0.8","","2.18","0.98","2.05","","0.14","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 39","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","SPICAK, SE OF MIKULOVICE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.59","3.96","11.35","","","6.39","","6.72","14.58","7.85","0.19","","0.6","3.33","0.72","","2.16","0.98","0.59","","0.15","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 40","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","MLYNSKY VRCH, SE OF RADOSOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.17","4.58","12.94","","","6.6","","5.05","13.46","6.47","0.21","","1.37","2.15","0.8","","2.97","2.15","0.28","","0.15","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 41","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ZNELEC, NNE OF BREZINA, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.11","4.39","11.96","","","8.79","","4.74","13.35","6.92","0.22","","1.78","2.79","0.88","","1.66","1.26","0.35","","0.2","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 42","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HILL 631, N OF CICHALOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","39.11","4.34","11.36","","","6.46","","7.94","14.22","8.14","0.23","","0.73","3.59","0.97","","2","0.74","0.22","","0.17","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 43","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","REDNICE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","SLIGHTLY ALTERED","","WHOLE ROCK","","","","41.16","4.23","11.7","","","6.47","","5.24","14.47","7.19","0.19","","1.32","2.05","0.57","","3.31","1.24","0.03","","0.12","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 44","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","KOZLOVSKY KOPEC, NNE OF OLESKA, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","SLIGHTLY ALTERED","","WHOLE ROCK","","","","41.11","4.47","12.86","","","7.18","","5.6","12.21","5.78","0.23","","1.32","3.69","0.86","","3.17","0.53","0.18","","0.16","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 46","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","VINARE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","SLIGHTLY ALTERED","CARBONATIZATION","WHOLE ROCK","","","","40.49","3.48","11.97","","","6.09","","6.64","13.27","6.79","0.24","","0.81","3.75","0.87","","1.67","0.52","3.15","","0.14","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 47","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","PUSTY ZAMEK, SW OF DOUPOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, AMPHIBOLE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.66","3.59","13.62","","","5.96","","5.89","11.57","6.21","0.23","","3.46","2.05","0.67","","2.88","1.27","0.08","","0.17","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 48","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HRADISTE, SOUTHERN SUMMIT, SW OF JIROV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.56","4.24","11.69","","","7.85","","4.78","13.99","7.51","0.18","","1.17","2.45","0.66","","1.85","1.25","0.02","","0.19","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 49","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","TOCOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.46","4.12","12.47","","","6.29","","6.54","13.56","5.97","0.2","","0.65","3.58","0.78","","2.54","0.67","1.45","","0.16","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 50","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ZAKSOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.42","4.84","12.97","","","4.48","","7.4","13.04","6.45","0.2","","1.06","2.64","0.68","","3.67","1.32","0.1","","0.13","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 51","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","LESNA, ESE OF TUNKOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","39.85","4.94","12.59","","","5.03","","7.33","14.09","6.46","0.2","","0.92","3.05","0.72","","3.29","0.76","0.03","","0.12","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 52","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ROHAC, ENE OF RADNICE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","38.6","4.45","11.42","","","1.32","","7.29","14.13","7.88","0.24","","0.83","3.26","0.84","","1.65","1.02","0.39","","0.19","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 66","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","KORUNNI - W, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","CENOZOIC","","SLIGHTLY ALTERED","","WHOLE ROCK","","","","37.49","4.67","10.61","","","7.52","","7.43","16.13","7.13","0.24","","1.49","1.55","0.93","","3.43","0.29","0.36","","0.1","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 67","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","SRNI, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","38.37","4.71","11","","","7.96","","7.25","16.63","6.18","0.22","","0.91","3.07","1.01","","1.77","0.61","0.05","","0.16","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 68","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","KORUNNI - N, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","SODALITE-BEARING","","","CENOZOIC","","","","WHOLE ROCK","","","","38.31","5.09","10.73","","","7.93","","7","14.76","6","0.25","","0.91","2.79","1.38","","2.74","0.6","1.13","","0.15","","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
