"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","F(PPM)","AR40(CCMSTP/G)","CA(PPM)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM): altern. values or methods","","","","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","PD(PPB)","SN(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","IR(PPB)","PT(PPB)","AU(PPB)","PB(PPM): altern. values or methods","","","","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND_INI","SM147_ND144","SR87_SR86","SR87_SR86_INI","EPSILON_SR_INI","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","U238_PB204","D18O(PER MIL)","AGE(KA)","AGE(MA)",
"1982"," [13412] SHRBENY O. (1982)","samp. 85","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","LOPOTA, SW OF KONICE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","43.06","3.22","10.36","","","5.68","","5.45","14.85","9.69","0.19","","1.06","2.48","0.72","","1.73","0.79","0.05","","0.13","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 86","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","STUDENY VRCH, E OF BOR, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.75","3.6","11.31","","","5.69","","1.04","13.91","8.64","0.2","","0.88","3.09","0.7","","2.19","0.52","0.12","","0.15","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 87","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HILL 668, NW OF KNINICE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.24","4.31","11.96","","","9.29","","3.73","11.8","8.1","0.21","","0.68","3.11","0.87","","2.76","1.54","0.03","","0.25","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 88","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ZAKSOV ENE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.38","4.1","11.63","","","4.67","","6.47","14.03","9.33","0.17","","0.88","2.32","0.64","","3.42","1.12","0.86","","0.13","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 89","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ZAKSOV SE, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","SLIGHTLY ALTERED","","WHOLE ROCK","","","","39.98","3.85","9.85","","","6.82","","5.96","15.9","9.09","0.22","","0.63","1.37","0.61","","3.87","0.58","0.67","","0.14","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 90","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HARTMANOVSKY VRCH, NNW OF LUCINY, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","SLIGHTLY ALTERED","","WHOLE ROCK","","","","42.18","3.21","10.66","","","5.87","","6.96","15.06","9.03","0.18","","1.07","1.66","0.5","","1.62","1.38","0.05","","0.13","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 91","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","TRMOVA, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE-NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","42.82","3.46","10.25","","","4.69","","5.75","15.12","10.1","0.16","","1.23","1.94","0.5","","2.35","0.89","0.02","","0.14","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 92","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","JAKUBOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE-NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","40.95","4.14","10.71","","","5.32","","7.15","13.92","8.99","0.18","","0.78","2.43","0.51","","2.74","1.12","0.25","","0.17","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 93","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","OKOUNOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE-NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","39.48","4.33","12.33","","","5.57","","6.93","12.55","9.02","0.19","","1.03","3.53","0.79","","2.87","0.73","0.44","","0.19","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 98","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","KUPA, SSE OF TOCOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","44.68","2.39","7.5","","","3.43","","6.29","15.38","15.18","0.16","","0.48","1.88","0.41","","1.51","0.31","0.14","","0.1","","","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 99","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ZVONICKOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","43.27","2.76","9.55","","","5.14","","6.03","15.26","11.59","0.17","","0.58","2.17","0.48","","1.78","0.47","0.9","","0.09","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 100","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","JEDLOVA, ENE OF METIKALOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","42.72","2.2","6.32","","","3.55","","7.29","12.61","19.14","0.17","","0.4","1.14","0.34","","2.05","0.76","0.06","","0.08","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 101","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","VELKA, E OF NEPOMYSL, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE-NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","44.01","2.49","8.1","","","4.46","","5.85","15.14","14.54","0.17","","0.35","1.46","0.39","","1.91","1.11","0.16","","0.09","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 102","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","KONICE E, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE-NEPHELINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","43.55","2.68","8.53","","","4.45","","6.14","15.28","13.5","0.17","","0.47","1.44","0.48","","2.16","0.59","0.08","","0.1","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1982"," [13412] SHRBENY O. (1982)","samp. 115","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","ROADSIDE SW OF DOUPOV, DOUPOVSKE HORY MOUNTAINS","50.25","13.17","50.25","13.17","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","","","","","WHOLE ROCK","","","","40.57","4.27","11.36","","","4.93","","7.08","14.88","7.34","0.18","","1.15","2.52","0.54","","2.36","0.95","1.17","","0.14","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 178A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","40.5","4.2","4.91","","","2.75","","9.76","9.87","22.98","0.2","0.06","0.28","0.38","0.54","","","","","","","","","","3.27","","","","","","","","220","1.5","140","510","","","","17","640","48","NOT","","","320","89","11","","","","","","","","","100","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 225","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","42","2.7","6.6","","","2.59","","9.35","11.2","18.8","0.39","0.16","0.53","2.3","0.54","","","","","","","","0.05","","2.07","","","","480","","","","270","1.35","74","390","","","","32","570","35","NOT","","","300","87","22","","","","","","","","","80","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 233","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","42.57","3.89","5.72","","","2.94","","10.6","12.59","14.61","0.2","0.13","0.74","1.87","0.58","","","","","","","","","","2.86","","","","","","","","300","700","96","300","","","","40","660","58","NOT","","","450","120","11","","","","","","","","","190","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 17","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","45.34","4.43","8.88","","","2.35","","8.44","13.24","8.01","0.22","0.31","0.93","2.36","0.81","","","","","","","","","","4.69","","","","","","","","350","310","64","88","","","","98","1.15","62","NOT","","","460","140","12","","","","","","","","","210","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 112A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","39.94","5.29","9.72","","","2.71","","9.74","12.88","8.3","0.22","0.27","0.97","2.66","0.86","","","","","","","","","","4.66","","","","","","","","360","440","100","200","","","","59","910","14","NOT","","","480","140","16","","","","","","","","","260","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 121","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","42","4.3","11.3","","","2.67","","9.6","13.3","7.1","0.27","0.32","0.62","2.4","0.96","","","","","","","","0.05","","4.51","","","","1260","","","","220","1","46","37","","","","72","1.22","120","NOT","","","940","250","16","","","","","","","","","460","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 22","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","42.99","4.27","9.9","","","2.64","","9.5","12.95","6.89","0.21","0.27","2","2.42","0.89","","","","","","","","","","4.96","","","","","","","","290","160","64","92","","","","93","800","74","NOT","","","540","170","12","","","","","","","","","210","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 45","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","40.75","4.91","9.95","","","2.97","","10.68","12.67","7.04","0.25","0.17","0.46","2.66","0.87","","","","","","","","","","4.88","","","","","","","","300","36","70","49","","","","68","1.4","76","NOT","","","540","170","13","","","","","","","","","360","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 73","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","42.52","5.22","11.39","","","2.56","","9.21","11.35","5.57","0.24","0.16","1.94","3.13","0.96","","","","","","","","","","4.47","","","","","","","","320","21","78","49","","","","67","1.34","81","NOT","","","530","160","16","","","","","","","","","300","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 20","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","42.3","3.5","13.4","","","2.4","","8.65","11.7","5.3","0.21","0.23","2.4","2.9","1","","","","","","","","0.05","","4.93","","","","600","","","","440","36","29","48","","","","120","1.45","76","NOT","","","500","170","32","","","","","","","","","310","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 191","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","44.6","3.6","13.4","","","2.23","","8.05","10.3","4","0.22","0.3","3.6","2.7","0.8","","","","","","","","0.05","","5.42","","","","1360","","","","420","14","29","23","","","","110","1.95","68","NOT","","","620","215","30","","","","","","","","","410","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 32","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","43.52","4.94","13.16","","","2.73","","9.83","8.06","4.49","0.19","0.21","2.41","3.35","0.87","","","","","","","","","","4.34","","","","","","","","350","7","60","34","","","","150","890","71","NOT","","","510","130","14","","","","","","","","","240","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 73A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","46.41","4.58","13.68","","","2.51","","9.03","4.57","4.11","0.18","0.17","7.5","0.35","0.82","","","","","","","","","","4.28","","","","","","","","280","23","46","38","","","","120","970","90","NOT","","","460","120","12","","","","","","","","","260","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 115","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","MESOZOIC","","","","WHOLE ROCK","","","","39.68","4.54","13.68","","","2.49","","8.95","6.89","5.06","0.18","0.23","2.67","2.42","1.31","","","","","","","","","","8.94","","","","","","","","350","44","82","66","","","","220","1.1","76","NOT","","","520","170","14","","","","","","","","","360","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 89","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","MESOZOIC","","","","WHOLE ROCK","","","","42.4","3.6","15","","","2.4","","8.64","6.9","4.4","0.26","0.33","3","4.9","1.5","","","","","","","","0.08","","5.72","","","","2200","","","","170","7","31","23","","","","71","2.25","96","NOT","","","790","235","27","","","","","","","","","430","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
