"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","F(PPM)","AR40(CCMSTP/G)","CA(PPM)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM): altern. values or methods","","","","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","PD(PPB)","SN(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","IR(PPB)","PT(PPB)","AU(PPB)","PB(PPM): altern. values or methods","","","","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND_INI","SM147_ND144","SR87_SR86","SR87_SR86_INI","EPSILON_SR_INI","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","U238_PB204","D18O(PER MIL)","AGE(KA)","AGE(MA)",
"1988"," [14272] DE MORAES R. (1988)","samp. 35A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, NEPHELINE","","","","","MESOZOIC","","","","WHOLE ROCK","","","","42.8","3.2","13.8","","","2.47","","8.88","10.7","4.5","0.2","0.22","3.7","1.6","0.83","","","","","","","","0.05","","6.09","","","","1100","","","","440","90","44","68","","","","160","770","58","NOT","","","460","175","37","","","","","","","","","430","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 184","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, MELILITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","36.63","5.37","10.53","","","3.15","","11.34","15.32","5.85","0.36","0.13","1.57","2.76","1.39","","","","","","","","","","4.18","","","","","","","","380","110","60","60","","","","94","2.17","120","NOT","","","800","270","14","","","","","","","","","450","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1988"," [14272] DE MORAES R. (1988)","samp. 178","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, MELILITE","","MELA-ANALCIMITE","","","MESOZOIC","","","","WHOLE ROCK","","","","37.22","5.06","10.3","","","3.18","","11.45","15.7","5.23","0.34","0.25","1.48","1.97","1.36","","","","","","","","","","5.38","","","","","","","","380","150","78","65","","","","50","1.7","120","NOT","","","780","250","15","","","","","","","","","480","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1998"," [14703] SGARBI P. B. A. (1998)","samp. LM17","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PYROXENE","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.03","","",
"1998"," [14703] SGARBI P. B. A. (1998)","samp. LM 89-A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PYROXENE","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42","","",
"1998"," [14703] SGARBI P. B. A. (1998)","samp. LM17","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","MAGNETITE","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.07","","",
"1998"," [14703] SGARBI P. B. A. (1998)","samp. LM 89-A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / BRAZIL / IPORA IGNEOUS PROVINCE","SANTO ANTONIO DA BARRA AREA, GOIAS","-17.3","-50.65","-17.5","-50.77","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","MAGNETITE","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45","","",
"1979"," [16836] FERGUSON J. (1979)","samp. M3","176261","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / NEW SOUTH WALES","MURRUMBURRAH","-34.55","148.33","-34.55","148.33","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","DIKE","","","","","","","WHOLE ROCK","","","","40.36","4.12","10.54","","","4.03","","8.38","10.28","12.66","0.18","","1.12","3.63","0.79","","2.27","0.66","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1980"," [20069] BOETTCHER A. L. (1980)","samp. SM8","176292","AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / CENTRAL VOLCANIC PROVINCE - SPRING MOUNT","SPRING MOUNT","-35.4","138.5","-35.5","138.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","KAERSUTITE","","PRIMARY","39.4","5.1","14.6","0","","10.84","12.6","3.08","10.8","11.1","0.1","","1.7","2.7","","","0.78","","","","0.11","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1989"," [20136] SHRBENY O. (1989)","samp. 47","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","LUZICKE HORY MOUNTAINS","50.7","14.5","50.7","14.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","CENOZOIC","","","","WHOLE ROCK","","","","41.21","2.3","7.55","","","5.17","","5.1","15","14.14","0.17","","0.9","0.7","1.1","","3.63","1.57","0.65","0.06","0.13","","","0.1","","","","2","","","","","","507","","342","39","64","0","31","1149","23","XRF","","","330","110","0","","","","","400","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","XRF","","","","","","","","","","","","","","","","","","","",
"2017"," [21006] VASIL^EV YU. R. (2017)","samp. 1941-10","","MAIMECHA-KOTUI PROVINCE / KOTUI RIVER BASIN / ARY-DZHANG (ARYDZHANGSKY) FORMATION","","73","102","73","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, OLIVINE","","","","","PERMIAN","","","","WHOLE ROCK","","","","47.59","3.86","10.39","","","","12.01","","11.14","7.28","0.26","","2.2","3.5","0.35","","","","","","","","","","","","12.1","","","","","26.3","316","","56","94","225","102","","34.1","2170","21","ICPMS_LA","","","460","195","","","","","","1210","ICPMS_LA","","","165","ICPMS_LA","","","310","ICPMS_LA","","","33.8","115","ICPMS_LA","","","15","4.2","11.3","1.2","5.65","0.933","2.02","0.259","1.64","0.222","10.2","11.3","0.089","","","","2.24","ICPMS_LA","","","15.3","2.31","","","","","","","","","","","","","","","",
"2018"," [21799] VASIL^EV YU. R. (2018)","samp. 1941-4","","MAIMECHA-KOTUI PROVINCE / KOTUI RIVER BASIN / ARY-DZHANG (ARYDZHANGSKY) FORMATION","","73","102","73","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE, MELILITE","","","","","PERMIAN-TRIASSIC","","","","WHOLE ROCK","","","","54.03","2.98","11.19","","","","9.68","","7.07","5.62","0.09","","7.51","0.86","0.13","","","","","","","","","","","","13.6","","","","","28","422","","44","105","214","59","","156","640","18","ICPMS_LA","","","459","145","","","","","","1180","ICPMS_LA","","","126","ICPMS_LA","","","220","ICPMS_LA","","","25","88","ICPMS_LA","","","12","3.3","8.7","0.95","4.71","0.79","1.83","0.23","1.48","0.21","9.8","8.4","0.31","","","","2","ICPMS_LA","","","13","1.5","","","","","","","","","","","","","","","",
"2018"," [21799] VASIL^EV YU. R. (2018)","samp. 1941-4B","","MAIMECHA-KOTUI PROVINCE / KOTUI RIVER BASIN / ARY-DZHANG (ARYDZHANGSKY) FORMATION","","73","102","73","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","OLIVINE-BEARING","","","PERMIAN-TRIASSIC","","","","WHOLE ROCK","","","","48.07","3.79","10.75","","","","12.02","","10.65","7.12","0.43","","1.6","4.45","0.46","","","","","","","","","","","","14.4","","","","","28","454","","54","85","79","101","","21","2010","24","ICPMS_LA","","","491","197","","","","","","1410","ICPMS_LA","","","177","ICPMS_LA","","","311","ICPMS_LA","","","34","118","ICPMS_LA","","","15.3","4.2","11.8","1.28","6","0.98","2.31","0.32","1.84","0.27","10.4","11.5","0.49","","","","2.2","ICPMS_LA","","","17.3","2.7","","","","","","","","","","","","","","","",
"2021"," [25178] SOLTANMOHAMMADI A. (2021)","samp. M-10","","ANATOLIA-IRAN BELT / IRAN / URUMIEH-DOKHTAR ARC","SALAVAT RANGE","38.6722","47.7203","38.6722","47.7203","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","EOCENE-OLIGOCENE","","","","WHOLE ROCK","","","","48.9","0.86","17.15","","7.58","","","","4.7","3.92","0.19","0.17","2.32","6.29","0.69","","","","","","","","","","6.8","","","","","","","11.44","292","11.82","16.64","6.66","211","150","","44.24","1045","31.22","HR_ICPMS","","","173","15.78","0.84","","","1.17","2.23","1395","HR_ICPMS","","","49.44","HR_ICPMS","","","91.42","HR_ICPMS","","","10.81","43.13","HR_ICPMS","","","8.65","2.35","7.55","0.99","5.19","1.05","2.88","","2.49","0.39","3.62","0.63","0.48","","","","20.63","HR_ICPMS","","","10.77","2.79","","","","","","","","","","","","","","","",
"2021"," [25178] SOLTANMOHAMMADI A. (2021)","samp. M-11","","ANATOLIA-IRAN BELT / IRAN / URUMIEH-DOKHTAR ARC","SALAVAT RANGE","38.6722","47.7203","38.6722","47.7203","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","EOCENE-OLIGOCENE","","","","WHOLE ROCK","","","","54.3","0.51","21.1","","3.27","","","","2.75","1.07","0.21","0.23","5.76","6.41","0.17","","","","","","","","","","4.95","","","","","","","0.81","123","3.32","5.36","0.38","28.18","102","","65.02","2122","26.97","HR_ICPMS","","","215","23.94","0.98","","","1.25","2.24","1978","HR_ICPMS","","","55.53","HR_ICPMS","","","97.74","HR_ICPMS","","","10.57","37.11","HR_ICPMS","","","6.64","1.91","5.84","0.85","4.47","0.91","2.53","","2.54","0.39","4.28","1.17","1.3","","","","43.32","HR_ICPMS","","","15.05","4.89","","","","","","","","","","","","","","","",
"2021"," [25178] SOLTANMOHAMMADI A. (2021)","samp. M-14","","ANATOLIA-IRAN BELT / IRAN / URUMIEH-DOKHTAR ARC","SALAVAT RANGE","38.6722","47.7203","38.6722","47.7203","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","EOCENE-OLIGOCENE","","","","WHOLE ROCK","","","","47.8","0.5","19.1","","4.37","","","","4.43","1.61","0.12","0.15","1.84","7.3","0.38","","","","","","","","","","9.33","","","","","","","2.75","111","4.85","8.61","2","45.85","70.75","","28.57","1082","19.56","HR_ICPMS","","","206","20.09","0.74","","","","4.48","1194","HR_ICPMS","","","37.71","HR_ICPMS","","","65.9","HR_ICPMS","","","7.34","27.05","HR_ICPMS","","","4.93","1.3","3.36","0.57","3.12","0.63","1.82","","1.89","0.3","3.19","1.06","2.48","","","","21.69","HR_ICPMS","","","14.42","5.13","","","","","","","","","","","","","","","",
"2021"," [25178] SOLTANMOHAMMADI A. (2021)","samp. M-15","","ANATOLIA-IRAN BELT / IRAN / URUMIEH-DOKHTAR ARC","SALAVAT RANGE","38.6722","47.7203","38.6722","47.7203","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","EOCENE-OLIGOCENE","","","","WHOLE ROCK","","","","50","0.54","19.75","","4.17","","","","2.89","2.61","0.19","0.26","4.52","7.17","0.28","","","","","","","","","","8.56","","","","","","","3.34","162","3.62","8.36","1.98","65.64","89.58","","81.52","683","23.66","HR_ICPMS","","","161","15.48","0.37","","","1.11","3.95","2199","HR_ICPMS","","","43.84","HR_ICPMS","","","78.08","HR_ICPMS","","","8.74","32.61","HR_ICPMS","","","6.08","1.84","5.44","0.74","4.02","0.79","2.03","","2.13","0.32","3.2","0.74","1.64","","","","30.94","HR_ICPMS","","","11.25","3.25","","","","","","","","","","","","","","","",
"2021"," [25178] SOLTANMOHAMMADI A. (2021)","samp. M-19A","","ANATOLIA-IRAN BELT / IRAN / URUMIEH-DOKHTAR ARC","SALAVAT RANGE","38.6722","47.7203","38.6722","47.7203","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","EOCENE-OLIGOCENE","","","","WHOLE ROCK","","","","50.8","0.62","20.2","","4.88","","","","4.57","1.72","0.19","0.24","4.94","5.99","0.43","","","","","","","","","","5.31","","","","","","","5.31","217","6.29","10.97","2.48","159","99.15","","82.06","3039","24.92","HR_ICPMS","","","181","21.59","1.19","","","0.98","1.59","2128","HR_ICPMS","","","47.73","HR_ICPMS","","","84.23","HR_ICPMS","","","9.38","35.05","HR_ICPMS","","","6.9","1.93","5.71","0.77","4.18","0.81","2.15","","2.18","0.31","3.42","0.98","0.78","","","","43","HR_ICPMS","","","13.11","4.44","","","","","","","","","","","","","","","",
"2021"," [25178] SOLTANMOHAMMADI A. (2021)","samp. M-10","","ANATOLIA-IRAN BELT / IRAN / URUMIEH-DOKHTAR ARC","SALAVAT RANGE","38.6722","47.7203","38.6722","47.7203","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","EOCENE-OLIGOCENE","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","PRIMARY","57.05","","22.57","","0.26","","","","0.13","","","","0.02","13.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2023"," [26218] NOSOVA A. A. (2023)","samp. 19TR-50","","BALTIC SHIELD / BELOMORIAN PROVINCE / TURIJ MYS","","67","34.5","67","34.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","DEVONIAN","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.1","2629","","","","","","","","","","","","","","","","","","","","","","","","","137","TIMS_ID","","","19","","","","","","","","","","","","","","","","","","","","","","0.512589","","4.4","0.0842","0.703931","0.703615","-6","0.056","","","","","","","",
"2023"," [26218] NOSOVA A. A. (2023)","samp. 19TR-50","","BALTIC SHIELD / BELOMORIAN PROVINCE / TURIJ MYS","","67","34.5","67","34.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANALCIMITE","","","","","DEVONIAN","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PEROVSKITE","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","9001","","","","","","","","","","","","","","","","","","","","","","","","","7223","TIMS_ID","","","810","","","","","","","","","","","","","","","","","","","","","","0.512567","","4.8","0.06779","0.70357","0.70353","","0.0077","","","","","","","",

Download from GEOROC - Geochemical Database
Date of Query: Friday, April 11, 2025
Please note: There is a List of your Query Criteria at the End of this Sheet.


References:
"[636] OVERSBY V. M.:   LEAD IN OCEANIC ISLANDS: FAIAL, AZORES AND TRINDADE |  EARTH PLANET. SCI. LETT. 11    [1971]  401-406  | doi: 10.1016/0012-821X(71)90201-9"
"[818] MAURY R. C., EL AZZOUZI M., BELLON H., LIOTARD J.- M., GUILLE G., BARSCZUS H. G., CHAUVEL C., DIRAISON C., DUPUY C., VIDAL P., BROUSSE R.:   GEOLOGY AND PETROLOGY OF TUBUAI (AUSTRAL ISLANDS, FRENCH POLYNESIA) |  COMPT. REND. ACAD. SCI. PARIS SER. 2A 318    [1994]  1341-1347 "
"[1577] CAROFF M., MAURY R. C., GUILLE G., COTTEN J.:   PARTIAL MELTING BELOW TUBUAI (AUSTRAL ISLANDS, FRENCH POLYNESIA) |  CONTRIB. MINERAL. PETROL. 127    [1997]  369-382  | doi: 10.1007/s004100050286"
"[2582] MITCHELL-THOME R. C.:   GEOLOGY OF THE SOUTH ATLANTIC ISLANDS |   [1970]  1-350 "
"[2977] BASU A. R., POREDA R. J., RENNE P. R., TEICHMANN F., VASIL^EV YU. R., SOBOLEV N. V., TURRIN B. D.:   HIGH-3HE PLUME ORIGIN AND TEMPORAL-SPATIAL EVOLUTION OF THE SIBERIAN FLOOD BASALTS |  SCIENCE 269    [1995]  822-825  | GeoReM-id: 229 | doi: 10.1126/science.269.5225.822"
"[4435] ONUMA N., MONTOYA M.:   SR/CA-BA/CA SYSTEMATICS OF VOLCANIC ROCKS FROM THE CENTRAL ANDES, SOUTHERN PERU, AND ITS IMPLICATIONS FOR ANDEAN MAGMATISM |  GEOCHEM. J. 18    [1984]  251-262  | doi: 10.2343/geochemj.18.251"
"[4820] MCDONOUGH W. F., MCCULLOCH M. T., SUN SHEN-SU:   ISOTOPIC AND GEOCHEMICAL SYSTEMATICS IN TERTIARY-RECENT BASALTS FROM SOUTHEASTERN AUSTRALIA AND IMPLICATIONS FOR THE EVOLUTION OF THE SUB-CONTINENTAL MANTLE |  GEOCHIM. COSMOCHIM. ACTA 49    [1985]  2051-2067  | doi: 10.1016/0016-7037(85)90063-8"
"[7619] VOGEL D. C., KEAYS R. R.:   THE PETROGENESIS AND PLATINUM-GROUP ELEMENT GEOCHEMISTRY OF THE NEWER VOLCANIC PROVINCE, VICTORIA, AUSTRALIA |  CHEM. GEOL. 136    [1997]  181-204  | doi: 10.1016/S0009-2541(96)00142-8"
"[7696] CVETKOVIC V., PRELEVIC D., DOWNES H., JOVANOVIC M., VASELLI O., PECSKAY Z.:   ORIGIN AND GEODYNAMIC SIGNIFICANCE OF TERTIARY POSTCOLLISIONAL BASALTIC MAGMATISM IN SERBIA (CENTRAL BALKAN PENINSULA) |  LITHOS 73    [2004]  161-186  | doi: 10.1016/j.lithos.2003.12.004"
"[8205] IRVING A. J., FREY F. A.:   TRACE ELEMENT ABUNDANCES IN MEGACRYSTS AND THEIR HOST BASALTS: CONSTRAINTS ON PARTITION COEFFICIENTS AND MEGACRYST GENESIS |  GEOCHIM. COSMOCHIM. ACTA 48    [1984]  1201-1221  | doi: 10.1016/0016-7037(84)90056-5"
"[8586] SHRBENY O.:   GEOCHEMISTRY OF THE WEST BOHEMIAN NEOVOLCANICS |  CAS. MINERAL. GEOL. 24    [1979]  9-21 "
"[8629] STUCKLESS J. S., IRVING A. J.:   STRONTIUM ISOTOPE GEOCHEMISTRY OF MEGACRYSTS AND HOST BASALTS FROM SOUTHEASTERN AUSTRALIA |  GEOCHIM. COSMOCHIM. ACTA 40    [1976]  209-213  | doi: 10.1016/0016-7037(76)90178-2"
"[9574] EHRENBERG K.-H.:   PETROGRAPHY OF THE VOLCANIC ROCKS |   [1971]  89-108 "
"[10165] NELSON D. R., MCCULLOCH M. T., SUN SHEN-SU:   THE ORIGINS OF ULTRAPOTASSIC ROCKS AS INFERRED FROM SR, ND AND PB ISOTOPES |  GEOCHIM. COSMOCHIM. ACTA 50    [1986]  231-245  | doi: 10.1016/0016-7037(86)90172-9"
"[13412] SHRBENY O.:   CHEMISTRY OF ALKALINE VOLCANIC ROCKS OF THE DOUPOVSKE HORY MTS., BOHEMIA |  CAS. MINERAL. GEOL. 27    [1982]  139-158 "
"[14272] DE MORAES R.:   PETROLOGICAL ASPECTS ON THE ALKALINE MAGMATISM OF SANTO ANTONIO DA BARRA, GO. |  REV. BRAS. GEOCIENC. 18    [1988]  33-42  | doi: 10.25249/0375-7536.19881813342"
"[14703] SGARBI P. B. A., CLAYTON R. N., MAYEDA T. K., GASPAR J. C.:   OXYGEN ISOTOPE THERMOMETRY OF BRAZILIAN POTASSIC VOLCANIC ROCKS OF KAMAFUGITIC AFFINITIES |  CHEM. GEOL. 146    [1998]  115-126  | doi: 10.1016/S0009-2541(97)00136-8"
"[16836] FERGUSON J., SHERATON J. W.:   PETROGENESIS OF KIMBERLITIC ROCKS AND ASSOCIATED XENOLITHS OF SOUTHEASTERN AUSTRALIA |   [1979]  140-160  | doi: 10.1029/SP015p0140"
"[20069] BOETTCHER A. L., O^NEIL J. R.:   STABLE ISOTOPE, CHEMICAL, AND PETROGRAPHIC STUDIES OF HIGH-PRESSURE AMPHIBOLES AND MICAS: EVIDENCE FOR METASOMATISM IN THE MANTLE SOURCE REGIONS OF ALKALI BASALTS AND KIMBERLITES |  AM. J. SCI. 280-A    [1980]  594-621 "
"[20136] SHRBENY O.:   MAJOR AND TRACE ELEMENTS IN TERTIARY VOLCANICS OF THE LUZICKE HORY MTS. AND THE ADJACENT AREA, NORTHERN BOHEMIA |  CAS. MINERAL. GEOL. 34    [1989]  235-253 "
"[21006] VASIL^EV YU. R., GORA M. P., KUZMIN D. V.:   PETROLOGY OF FOIDITIC AND MEYMECHITIC VOLCANISM IN THE MAIMECHA-KOTUI PROVINCE (POLAR SIBERIA) |  RUSS. GEOL. GEOPHYS. 58    [2017]  659-673  | doi: 10.1016/j.rgg.2017.05.001"
"[21799] VASIL^EV YU. R., DAVIES G., KUZMIN D. V.:   FOIDITE AND MEIMECHITE LAVAS OF POLAR SIBERIA (SOME QUESTIONS OF PETROGENESIS) |  DOKL. EARTH SCI. 478    [2018]  103-107  | doi: 10.1134/S1028334X18010282"
"[25178] SOLTANMOHAMMADI A., GREGOIRE M., CEULENEER G., BENOIT M., BEDARD L. P., GOUY S., RABINOWICZ M.:   ORIGIN OF ANTECRYSTS IN IGNEOUS ROCKS FROM THE SALAVAT RANGE (NW IRAN): AN EXPLANATION FOR THE GEOCHEMICAL SIGNATURE OF POTASSIC ALKALINE ROCKS |  J. PETROL. 62 (EGAB031)   [2021]   | doi: 10.1093/petrology/egab031"
"[26218] NOSOVA A. A., KOPYLOVA M. G., LEBEDEVA N. M., LARIONOVA YU. O., KARGIN A. V., SAZONOVA L. V., VOZNIAK A. A., KOVACH V. P.:   MELT SOURCES FOR ALKALINE CARBONATE-BEARING ROCKS OF THE TERSKIY COAST (KOLA ALKALINE CARBONATITIC PROVINCE) |  CHEM. GEOL. 617 (121267)   [2023]   | doi: 10.1016/j.chemgeo.2022.121267"

Criteria:
QUERY - BY - PETROGRAPHY: -  - - - VOLCANIC - ROCKS - - - ANALCIMIT.../ - - - SAMPLE - CRITERIA - (COMBINED - WITH - OR): - - - MINERAL - / - COMPONENT: - AMPHIBOLE - / - ANALCIME - / - KAERSUTITE - / - MAGNETITE - / - MICA - / - PEROVSKITE - / - PYROXENE - - - SAMPLE - NAME: - 100 - / - 101 - / - 102 - / - 112A - / - 115 - / - 12 - / - 121 - / - 13 - / - 17 - / - 178 - / - 178A - / - 18 - / - 184 - / - 191 - / - 1941-10 - / - 1941-4 - / - 1941-4B - / - 19TR-50 - / - 20 - / - 22 - / - 225 - / - 233 - / - 3 - / - 3005/10 - / - 32 - / - 34 - / - 35 - / - 35A - / - 36 - / - 37 - / - 38 - / - 39 - / - 4 - / - 40 - / - 41 - / - 42 - / - 43 - / - 44 - / - 45 - / - 46 - / - 47 - / - 48 - / - 49 - / - 50 - / - 51 - / - 52 - / - 66 - / - 67 - / - 68 - / - 7 - / - 70-1174 - / - 70-139 - / - 71-10 - / - 71-8 - / - 73 - / - 73/10 - / - 73A - / - 8 - / - 85 - / - 86 - / - 87 - / - 88 - / - 89 - / - 9 - / - 90 - / - 91 - / - 92 - / - 93 - / - 98 - / - 99 - / - CV-03 - / - HH-321 - / - LM - 89-A - / - LM17 - / - M-10 - / - M-11 - / - M-14 - / - M-15 - / - M-19A - / - M3 - / - MUR-4 - / - SM-37 - / - SM8 - / - TB-102 - / - TB-124 - / - TB-131 - / - TB-140 - / - TB-211 - / - TB-24 - / - TB-243 - / - TB31 - / - TB46 - / - TB-46 - / - UCTD12 - - - SAMPLING - TECHNIQUE: - OUTCROP - - - ROCK - TYPE: - VOLCANIC - ROCK - - - ELEVATION - (MIN.): - 753 - - - ELEVATION - (MAX.): - 753 - - - LAND/SEA - (SAMPLING): - SUBAERIAL - - - ROCK - NAME: - ANALCIMITE - / - ANALCIMITE, - AMPHIBOLE - / - ANALCIMITE, - MELILITE - / - ANALCIMITE, - NEPHELINE - / - ANALCIMITE, - NEPHELINE-OLIVINE - / - ANALCIMITE, - OLIVINE - / - ANALCIMITE, - OLIVINE-NEPHELINE - - - TYPE - OF - MATERIAL: - MINERAL - / - COMPONENT - (INCL. - GROUNDMASS) - / - WHOLE - ROCK - - - CRYSTAL: - MACROCRYST - 