"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","LOI(WT%)","K(WT%)","AR40(CCMSTP/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","PB(PPM)","TH(PPM)","U(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB207_PB206","HF176_HF177","LU176_HF177","YB176_HF177","PB206_U238","PB207_U235","AGE(MA): altern. values or methods","","","","AGE_PB207_PB206(MA)",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@19","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.46214","210.73","365.92","","","","","0.05651","","","","0.07207","0.56162","453","PB207_U235  AGE","449","PB206_U238  AGE","472",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@20","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.22639","252.39","412.99","","","","","0.05606","","","","0.07187","0.55558","449","PB207_U235  AGE","447","PB206_U238  AGE","455",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@21","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.93707","111.68","200.15","","","","","0.05632","","","","0.07196","0.55885","451","PB207_U235  AGE","448","PB206_U238  AGE","465",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@22","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.06636","120.54","271.38","","","","","0.05589","","","","0.07193","0.55432","448","PB207_U235  AGE","448","PB206_U238  AGE","448",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@23","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.03488","162.74","362.02","","","","","0.05585","","","","0.07173","0.55245","447","PB207_U235  AGE","447","PB206_U238  AGE","446",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@24","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.67059","163.27","297.95","","","","","0.0579","","","","0.07178","0.57309","460","PB207_U235  AGE","447","PB206_U238  AGE","526",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@25","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.34936","308.5","427.92","","","","","0.05581","","","","0.07172","0.55202","446","PB207_U235  AGE","447","PB206_U238  AGE","445",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@26","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.36843","413.82","410.69","","","","","0.05858","","","","0.07478","0.60405","480","PB207_U235  AGE","465","PB206_U238  AGE","552",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@27","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6231","228.03","409.78","","","","","0.0565","","","","0.07211","0.56187","453","PB207_U235  AGE","449","PB206_U238  AGE","472",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@28","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.76595","151.85","331.11","","","","","0.05597","","","","0.07192","0.55507","448","PB207_U235  AGE","448","PB206_U238  AGE","451",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@29","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5694","182.23","348.95","","","","","0.05678","","","","0.07178","0.56194","453","PB207_U235  AGE","447","PB206_U238  AGE","483",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-55@30","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.51753","272.55","443.52","","","","","0.05681","","","","0.07161","0.56102","452","PB207_U235  AGE","446","PB206_U238  AGE","484",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@01","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85873","186.4","376.13","","","","","0.05714","","","","0.07304","0.57553","462","PB207_U235  AGE","454","PB206_U238  AGE","497",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@02","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.58982","108.08","247.12","","","","","0.08574","","","","0.14713","1.73923","1023","PB207_U235  AGE","885","PB206_U238  AGE","1332",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@03","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.76771","195","345.52","","","","","0.05597","","","","0.07282","0.56202","453","PB207_U235  AGE","453","PB206_U238  AGE","451",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@04","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.71081","228.39","421.82","","","","","0.05762","","","","0.073","0.57999","464","PB207_U235  AGE","454","PB206_U238  AGE","515",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@05","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7922","192","361.53","","","","","0.05589","","","","0.07293","0.56205","453","PB207_U235  AGE","454","PB206_U238  AGE","448",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@06","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.95269","261.17","388.6","","","","","0.05715","","","","0.07281","0.57386","461","PB207_U235  AGE","453","PB206_U238  AGE","497",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@07","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.73033","233.84","376.89","","","","","0.05591","","","","0.07293","0.56224","453","PB207_U235  AGE","454","PB206_U238  AGE","449",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@08","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.60372","262.45","424.11","","","","","0.05666","","","","0.07322","0.57207","459","PB207_U235  AGE","456","PB206_U238  AGE","478",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@09","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.82375","219.25","381.38","","","","","0.05708","","","","0.07306","0.57507","461","PB207_U235  AGE","455","PB206_U238  AGE","495",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@10","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.68323","176.09","377.44","","","","","0.05648","","","","0.07292","0.56795","457","PB207_U235  AGE","454","PB206_U238  AGE","471",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@12","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.36601","376.66","546.85","","","","","0.0562","","","","0.07312","0.56664","456","PB207_U235  AGE","455","PB206_U238  AGE","460",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@13","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.83081","152.26","327.24","","","","","0.05689","","","","0.07298","0.57261","460","PB207_U235  AGE","454","PB206_U238  AGE","487",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@14","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8484","218.92","352.63","","","","","0.05658","","","","0.07314","0.57069","458","PB207_U235  AGE","455","PB206_U238  AGE","475",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@15","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2205","260.25","390.89","","","","","0.05745","","","","0.07297","0.5781","463","PB207_U235  AGE","454","PB206_U238  AGE","509",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@16","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.13708","269.12","472.27","","","","","0.05594","","","","0.07326","0.5652","455","PB207_U235  AGE","456","PB206_U238  AGE","450",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@18","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.09971","263.22","402.51","","","","","0.0573","","","","0.07313","0.57789","463","PB207_U235  AGE","455","PB206_U238  AGE","503",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@20","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.90269","241.28","450.68","","","","","0.05717","","","","0.07306","0.57598","462","PB207_U235  AGE","455","PB206_U238  AGE","498",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@21","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.43142","251.13","383.86","","","","","0.05635","","","","0.07294","0.56683","456","PB207_U235  AGE","454","PB206_U238  AGE","466",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@22","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.35788","207.43","379.9","","","","","0.05679","","","","0.073","0.57172","459","PB207_U235  AGE","454","PB206_U238  AGE","483",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@23","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.31558","211.09","431.7","","","","","0.05686","","","","0.07308","0.57305","460","PB207_U235  AGE","455","PB206_U238  AGE","486",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@24","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.06819","108.2","183.32","","","","","0.11207","","","","0.33935","5.24443","1860","PB207_U235  AGE","1884","PB206_U238  AGE","1833",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@25","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.09297","321.13","507.72","","","","","0.05796","","","","0.0731","0.58428","467","PB207_U235  AGE","455","PB206_U238  AGE","528",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@26","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.12287","235.33","425","","","","","0.05543","","","","0.07324","0.55982","451","PB207_U235  AGE","456","PB206_U238  AGE","430",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@27","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.36007","158.67","297.52","","","","","0.0954","","","","0.18858","2.48092","1266","PB207_U235  AGE","1114","PB206_U238  AGE","1536",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","LJ15-69@28","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.58414","283.81","507.51","","","","","0.05629","","","","0.073","0.56663","456","PB207_U235  AGE","454","PB206_U238  AGE","464",
