"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","LOI(WT%)","K(WT%)","AR40(CCMSTP/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","PB(PPM)","TH(PPM)","U(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB207_PB206","HF176_HF177","LU176_HF177","YB176_HF177","PB206_U238","PB207_U235","AGE(MA): altern. values or methods","","","","AGE_PB207_PB206(MA)",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-01","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282486614561743","0.000924793947899127","0.0282196109699866","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-03","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282484254995034","0.000808489375419202","0.0235852030759691","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-04","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282494935074776","0.00102976275693002","0.0292076179536315","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-05","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282483138500279","0.0010275572341031","0.0295468491409086","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-07","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282471354271792","0.00080385608723141","0.0226840387092898","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-08","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282410201582464","0.000840504937090786","0.0248908647006281","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-09","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282465083212721","0.00101199026999449","0.0308985847630795","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-12","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282492289245533","0.000863683078334872","0.0249564495876525","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-14","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282484584693641","0.000704057646271522","0.0214755664488076","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-15","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282486336854625","0.00105702231348739","0.0305568515946153","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-18","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282529833375178","0.000969046573038003","0.0270084953729693","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-19","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28252643818753","0.00100348315737742","0.0299937205817459","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-21","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282519969356232","0.0009869980003443","0.0268407471294834","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-22","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282469172646018","0.00100225432579951","0.0279976468291409","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-24","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28247448547098","0.00113222451986388","0.0317059317406086","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-27","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28254184087268","0.00127489101543853","0.0359324294283401","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-55","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-55-29","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282502058171358","0.000932968815350353","0.0248986141923927","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-01","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282459694654326","0.000675346106900062","0.0176127624791304","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-03","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282499569043093","0.00107658581285486","0.0282480919093701","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-05","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282490048407541","0.00111136931547822","0.0291993558013712","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-06","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282478039501211","0.0010680921493126","0.0287362410905975","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-09","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28245488706844","0.00089665631852117","0.0234463735109256","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-10","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282469847039962","0.000815089684310777","0.0217696648475282","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-11","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282503718275255","0.000930733556229315","0.0247317053566691","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-14","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282453061112725","0.000964519921687771","0.0266815765378055","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-15","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282451509097028","0.000606505209446434","0.0163983283073105","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-16","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282510074959312","0.00129497524462602","0.0354926080114017","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-17","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282545431859489","0.00123610943779014","0.0338375677716885","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-18","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282491316064854","0.00116461863114108","0.0310700629744588","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-19","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282513825940784","0.00107531200186751","0.0292128956579575","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-21","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282482661652935","0.00120122545443052","0.0337350372741372","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-25","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282526926668125","0.00100244864436747","0.0267638188020453","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-26","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282436664605998","0.000853260696864168","0.023421645792888","","","","","","","",
"2019 "," [22773] YANG LIMING(2019)  [GeoReM [11822] ]","samp. LJ15-69","","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE","CENTRAL QILIAN BLOCK","36","102","36","102","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","SANUKITE","","","PALEOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","16LJ-69-29","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.282482769375257","0.000905881964190299","0.0238676731726714","","","","","","","",

Download from GEOROC - Geochemical Database
Date of Query: Friday, April 11, 2025
Please note: There is a List of your Query Criteria at the End of this Sheet.


References:
"[3600] YAMAGUCHI M.:   PETROGRAPHY OF THE OTOZAN FLOW ON SHODO-SHIMA ISLAND, SETO-UCHI INLAND SEA, JAPAN |  MEM. FAC. SCI., KYUSHU UNIV., SER. D GEOLOGY 6    [1958]  217-238  | doi: 10.5109/1524312"
"[3846] PHILPOTTS J. A., MARTIN W., SCHNETZLER C. C.:   GEOCHEMICAL ASPECTS OF SOME JAPANESE LAVAS |  EARTH PLANET. SCI. LETT. 12    [1971]  89-96  | doi: 10.1016/0012-821X(71)90059-8"
"[4734] MORIMOTO R., HUZITA K., KASAMA T.:   CENOZOIC VOLCANISM IN SOUTHWESTERN JAPAN WITH SPECIAL REFERENCE TO THE HISTORY OF THE SETOUCHI (INLAND SEA) GEOLOGIC PROVINCE |  BULL. EARTHQUAKE RES. INST. 35    [1957]  35-45 "
"[4897] KUNO H.:   TWO ORTHOPYROXENES FROM THE SO-CALLED BRONZITE-ANDESITES OF JAPAN |  JAP. ACAD. PROC. 23    [1947]  117-120  | doi: 10.2183/pjab1945.23.117"
"[6343] TATSUMI Y., TORII M., ISHIZAKA K.:   ON THE AGE OF THE VOLCANIC ACTIVITY AND THE DISTRIBUTION OF THE SETOUCHI VOLCANIC ROCKS - AGE DETERMINATION FOR SETOUCHI VOLCANIC ROCKS, NO. 5 - |  BULL. VOLCANOL. SOC. JAPAN, SER. 2 25    [1980]  171-179 "
"[6609] SATO H., BANNO S.:   NIO-FO RELATION OF MAGNESIAN OLIVINE PHENOCRYST IN HIGH-MAGNESIAN ANDESITE AND ASSOCIATED BASALT-ANDESITE-SANUKITE FROM NORTHEAST SHIKOKU, JAPAN |  BULL. VOLCANOL. SOC. JAPAN, SER. 2 28    [1983]  141-156 "
"[6830] SATO H.:   BULK ROCK CHEMISTRY OF THE VOLCANIC ROCKS OF GOSHIKIDAI AND ADJACENT AREAS, NORTHEAST SHIKOKU, JAPAN |  SCI. REPT. KANAZAWA UNIV. 26    [1981]  51-72 "
"[22773] YANG LIMING, SONG SHUGUANG, SU LI, ALLEN M. B., NIU YAOLING, ZHANG GUIBIN, ZHANG YUQI:   HETEROGENEOUS OCEANIC ARC VOLCANIC ROCKS IN THE SOUTH QILIAN ACCRETIONARY BELT (QILIAN OROGEN, NW CHINA) |  J. PETROL. 60    [2019]  85-116  | GeoReM-id: 11822 | doi: 10.1093/petrology/egy107"

Criteria:
QUERY - BY - PETROGRAPHY: -  - - - VOLCANIC - ROCKS - - - SANUKIT.../ - - - SAMPLE - CRITERIA - (COMBINED - WITH - OR): - - - MINERAL - / - COMPONENT: - BRONZITE - / - OLIVINE - / - ZIRCON - - - SAMPLE - NAME: - 10 - / - 12LJ-05 - / - 12LJ-13 - / - 12LJ-14 - / - 12LJ-15 - / - 158 - / - 5 - / - 68032915 - / - 690729A - / - 80032102 - / - GSFC#215 - / - LJ15-52 - / - LJ15-53 - / - LJ15-54 - / - LJ15-55 - / - LJ15-69 - / - LJ-3 - / - LJ-4 - / - LJ-5 - / - N2 - / - N3 - / - OT-9.3 - / - WK-18 - / - WK-3.1 - - - SAMPLING - TECHNIQUE: - OUTCROP - - - ROCK - TYPE: - VOLCANIC - ROCK - - - ELEVATION - (MIN.): - 303 - - - ELEVATION - (MAX.): - 303 - - - LAND/SEA - (SAMPLING): - SUBAERIAL - - - ROCK - NAME: - SANUKITE - / - SANUKITE, - ANDESINE - / - SANUKITE, - ANDESINE-HYPERSTHENE - - - TYPE - OF - MATERIAL: - VOLCANIC - GLASS - / - MINERAL - / - COMPONENT - (INCL. - GROUNDMASS) - / - WHOLE - ROCK - - - RIM - / - CORE - (MINERAL - GRAINS): - CORE - / - RIM - 