Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,MINERAL / COMPONENT,CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO3(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,F(PPM),AR40(CCMSTP/G): altern. values or methods,,,,SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),SN(PPM),SB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),HG(PPB),PB(PPM),TH(PPM),U(PPM),ND143_ND144,SM147_ND144,SR87_SR86: altern. values or methods,,,,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA): altern. values or methods,,,
1984, [1321] IMSLAND P. (1984),samp. JAN37,6980,JAN MAYEN / JAN MAYEN,,71,-8.5,71,-8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),BIOTITE,,,PRIMARY,36.01,9.33,14.7,,,,,12.46,,0.01,14.3,0.16,,,,,9.13,0.82,,3.82,,,,0.54,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1321] IMSLAND P. (1984),samp. JAN175,,JAN MAYEN / JAN MAYEN,,71,-8.5,71,-8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),AMPHIBOLE,,,PRIMARY,45.06,1.54,5.03,,,,,17.49,,10.35,11.57,1.62,,,,,1.46,2.89,,0.99,,,,1.98,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997, [1474] BALLENTINE C. J. (1997),samp. P13,10623,CAMEROON LINE / PRINCIPE / EVOLVED SERIES,,1.62,7.45,1.62,7.45,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282918,,,,,,,,,,,,,
1983, [4082] KANEKO N. (1983),samp. 81080325,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,0.4KM NE OF MITABE,36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,,WHOLE ROCK,,,,,54.98,1.56,18.83,,,,2.89,,2.91,3.94,1.59,0.13,,,,,4.3,4.92,0.48,,1.54,1.29,,,,,,,,,,,,,,,18,,33,6,8,,,,,65,739,33,563,129,,,,1940,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983, [4082] KANEKO N. (1983),samp. 81073011,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,1.4KM NE OF BEPPU,36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,,WHOLE ROCK,,,,,56.37,1.13,17.88,,,,3.76,,2.98,3.3,1.41,0.15,,,,,5.09,4.87,0.5,,1.26,1.29,,,,,,,,,,,,,,,8,,13,4,5,,,,,123,587,31,544,109,,,,1320,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-250,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,"DIKE, 400 M WEST OF KUNIGA TUNNEL",36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,WHOLE ROCK,,,,,55.76,1.4,18.67,,,,4.36,,2.05,3.94,1.7,0.13,,,,,4.89,4.35,0.39,,1.6,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-173,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, KOSEDANA-YATSUBOGATANI",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,WHOLE ROCK,,,,,56.11,1.36,18.25,,,,3.1,,2.89,3.68,0.85,0.16,,,,,5.19,4.78,0.48,,2.27,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-200,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, 300 M SOUTH OF KOSEDANA",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,WHOLE ROCK,,,,,57.49,1.35,19.07,,,,4.32,,1.14,3.32,0.42,0.09,,,,,5.35,4.67,0.45,,1.68,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-250,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,"DIKE, 400 M WEST OF KUNIGA TUNNEL",36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),BIOTITE,PHENOCRYST,,PRIMARY,36.63,7.62,13.74,,,,7.08,,9.68,1.7,12.34,0.14,,,,,7.68,1.27,,,1.46,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-173,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, KOSEDANA-YATSUBOGATANI",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),BIOTITE,PHENOCRYST,,PRIMARY,37.32,8.27,15.28,,,,3.34,,11.98,0.35,12.47,0.13,,,,,8.06,1.1,,,1.63,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-200,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, 300 M SOUTH OF KOSEDANA",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),BIOTITE,PHENOCRYST,,PRIMARY,36.36,8.52,15.55,,,,3.59,,11.69,0.59,12.6,0.16,,,,,8.01,1.37,,,1.61,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-250,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,"DIKE, 400 M WEST OF KUNIGA TUNNEL",36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,PHENOCRYST,,PRIMARY,49.25,0.88,3.28,,,,2.6,,8.67,20.92,13.43,0.39,,,,,0.07,0.43,,,0.19,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-173,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, KOSEDANA-YATSUBOGATANI",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,PHENOCRYST,,PRIMARY,49.82,1.15,2.89,,,,2.78,,7.2,21.81,13.37,0.31,,,,,0.05,0.5,,,0.37,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-200,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, 300 M SOUTH OF KOSEDANA",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,PHENOCRYST,,PRIMARY,49.44,1.24,2.93,,,,3.06,,6.88,21.88,13.26,0.34,,,,,0.08,0.49,,,0.41,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-250,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,"DIKE, 400 M WEST OF KUNIGA TUNNEL",36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OXIDES/OPAQUES,PHENOCRYST,,PRIMARY,,18.24,,,,,37.74,,27.68,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-173,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, KOSEDANA-YATSUBOGATANI",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OXIDES/OPAQUES,PHENOCRYST,,PRIMARY,,32.16,,,,,41.4,,13.75,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-200,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, 300 M SOUTH OF KOSEDANA",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OXIDES/OPAQUES,PHENOCRYST,,PRIMARY,,25.17,,,,,43.49,,20.11,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-250,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/NISHINO-SHIMA,"DIKE, 400 M WEST OF KUNIGA TUNNEL",36.1,133,36.1,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PLAGIOCLASE,PHENOCRYST,,PRIMARY,53.56,,28.88,,,,0.79,,,10,,,,,,,0.82,5.1,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-173,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, KOSEDANA-YATSUBOGATANI",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PLAGIOCLASE,PHENOCRYST,,PRIMARY,54.89,,27.88,,,,0.77,,0.24,9.92,,,,,,,0.96,4.91,,,0.66,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972, [4563] TIBA T. (1972),samp. DZ-200,,HONSHU ARC / SOUTHWESTERN HONSHU ARC / OKI DOZEN ISLANDS/CHIBURI-SHIMA,"DIKE, 300 M SOUTH OF KOSEDANA",36,133,36,133,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,DIKE,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),PLAGIOCLASE,PHENOCRYST,,PRIMARY,55.23,,27.32,,,,1.04,,0.33,9.71,,,,,,,0.92,5.24,,,0.43,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [6776] BASU A. R. (1984),samp. A904,,SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE / TIMISKAMING ASSEMBLAGE,KIRKLAND LAKE AREA,48.17,-79.75,48.17,-80.25,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,2720000000,2720000000,ARCHEAN,WHOLE ROCK,,,,,61.51,0.7,17.4,,,,,6.49,,1.84,3.68,0.11,,,,,3.47,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.136,5.267,,,,,,,,,,,,,,,,0.51111,0.1056,,,,,,,,,,,,,,,,,,,,,
1984, [6776] BASU A. R. (1984),samp. A908,,SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE / TIMISKAMING ASSEMBLAGE,KIRKLAND LAKE AREA,48.17,-79.75,48.17,-80.25,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,2720000000,2720000000,ARCHEAN,WHOLE ROCK,,,,,54.55,0.77,24.06,,,,,4.89,,2.21,1.68,0.17,,,,,5.57,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.174,24.473,,,,,,,,,,,,,,,,0.51167,0.1367,,,,,,,,,,,,,,,,,,,,,
1984, [6776] BASU A. R. (1984),samp. A909,,SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE / TIMISKAMING ASSEMBLAGE,KIRKLAND LAKE AREA,48.17,-79.75,48.17,-80.25,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,2720000000,2720000000,ARCHEAN,WHOLE ROCK,,,,,56.03,0.74,23.1,,,,,4.77,,1.99,2.22,0.08,,,,,4.54,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.475,16.454,,,,,,,,,,,,,,,,0.51161,0.1335,,,,,,,,,,,,,,,,,,,,,
1984, [6776] BASU A. R. (1984),samp. A910,,SUPERIOR PROVINCE_ARCHEAN / ABITIBI GREENSTONE BELT / SOUTHERN ABITIBI VOLCANIC ZONE / TIMISKAMING ASSEMBLAGE,KIRKLAND LAKE AREA,48.17,-79.75,48.17,-80.25,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,2720000000,2720000000,ARCHEAN,WHOLE ROCK,,,,,60.9,0.74,16.63,,,,,6.69,,3.4,3.49,0.13,,,,,6.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.501,15.554,,,,,,,,,,,,,,,,0.51118,0.1087,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. HY1,,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - HIGHWAY FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,WHOLE ROCK,,,,,54.7,1.7,13.8,,,15.4,,,,5.05,1.67,0.26,,,,,2.97,3.8,1.01,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,PHENOCRYST,CORE,PRIMARY,33.44,,,,,,,49.83,,0.47,15.79,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,PHENOCRYST,INTERMEDIATE ZONE,PRIMARY,33.44,,,,,,,49.91,,0.44,15.88,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,PHENOCRYST,RIM,PRIMARY,33.31,,,,,,,49.99,,0.47,15.66,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,33.34,,,,,,,50.41,,0.47,15.05,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,33.31,,,,,,,52.59,,0.53,12.87,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,CORE,PRIMARY,30.68,,,,,,,63.54,,0.66,4.45,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,INTERMEDIATE ZONE,PRIMARY,31.07,,,,,,,63.61,,0.61,4.55,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,RIM,PRIMARY,30.98,,,,,,,62.14,,0.7,5.2,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,MICROPHENOCRYST,CORE,PRIMARY,31.6,,,,,,,60.33,,0.54,7.07,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,MICROPHENOCRYST,INTERMEDIATE ZONE,PRIMARY,31.27,,,,,,,59.98,,0.66,7.04,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,MICROPHENOCRYST,RIM,PRIMARY,31.56,,,,,,,60.08,,0.59,7.04,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,31.25,,,,,,,60.72,,0.68,6.14,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,31.44,,,,,,,61.59,,0.64,5.23,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,GROUNDMASS,,PRIMARY,31.54,,,,,,,60.17,,0.66,6.52,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
